,text,labels
2558,Partly cloudy throughout the day.,2
2563,Mostly cloudy throughout the day.,2
2564,Partly cloudy throughout the day.,2
2566,Mostly cloudy throughout the day.,2
2568,Partly cloudy throughout the day.,2
2571,Partly cloudy throughout the day.,2
2572,Mostly cloudy throughout the day.,2
2574,Partly cloudy throughout the day.,2
2575,Partly cloudy throughout the day.,2
2577,Mostly cloudy throughout the day.,2
2580,Partly cloudy throughout the day.,2
2581,Clear throughout the day.,2
2582,Partly cloudy throughout the day.,2
2586,Overcast throughout the day.,2
2594,Clear throughout the day.,2
2595,Partly cloudy throughout the day.,2
2596,Partly cloudy throughout the day.,2
2597,Mostly cloudy throughout the day.,2
2600,Mostly cloudy throughout the day.,2
2606,Light rain overnight.,2
2612,Clear throughout the day.,2
2627,Windy overnight.,2
2642,Partly cloudy throughout the day.,2
2650,Overcast throughout the day.,2
2651,Overcast throughout the day.,2
2652,Partly cloudy throughout the day.,2
2654,Mostly cloudy throughout the day.,2
2664,Mostly cloudy throughout the day.,2
2668,Partly cloudy throughout the day.,2
2669,Partly cloudy throughout the day.,2
2670,Partly cloudy throughout the day.,2
2673,Partly cloudy throughout the day.,2
2674,Overcast throughout the day.,2
2682,Partly cloudy throughout the day.,2
2685,Mostly cloudy throughout the day.,2
2692,Partly cloudy throughout the day.,2
2693,Partly cloudy throughout the day.,2
2697,Partly cloudy throughout the day.,2
2698,Humid and partly cloudy throughout the day.,2
2699,Humid and mostly cloudy throughout the day.,2
2710,Partly cloudy throughout the day.,2
2713,Mostly cloudy throughout the day.,2
2715,Partly cloudy throughout the day.,2
2716,Partly cloudy throughout the day.,2
2718,Partly cloudy throughout the day.,2
2719,Partly cloudy throughout the day.,2
2720,Partly cloudy throughout the day.,2
2722,Partly cloudy throughout the day.,2
2723,Partly cloudy throughout the day.,2
2728,Clear throughout the day.,2
2735,Mostly cloudy throughout the day.,2
2742,Mostly cloudy throughout the day.,2
2747,Partly cloudy throughout the day.,2
2748,Rain overnight.,2
2751,Humid and overcast throughout the day.,2
2753,Humid and mostly cloudy throughout the day.,2
2755,Humid and partly cloudy throughout the day.,2
2758,Humid and overcast throughout the day.,2
2759,Humid and mostly cloudy throughout the day.,2
2761,Humid and overcast throughout the day.,2
2762,Humid and overcast throughout the day.,2
2763,Humid and mostly cloudy throughout the day.,2
2764,Humid and overcast throughout the day.,2
2765,Humid and partly cloudy throughout the day.,2
2767,Humid and partly cloudy throughout the day.,2
2768,Humid and overcast throughout the day.,2
2773,Humid and mostly cloudy throughout the day.,2
2774,Humid and partly cloudy throughout the day.,2
2775,Humid and partly cloudy throughout the day.,2
2777,Humid and overcast throughout the day.,2
2778,Humid and overcast throughout the day.,2
2779,Humid and overcast throughout the day.,2
2780,Humid and overcast throughout the day.,2
2781,Humid and partly cloudy throughout the day.,2
2782,Humid and mostly cloudy throughout the day.,2
2783,Humid and mostly cloudy throughout the day.,2
2784,Humid and partly cloudy throughout the day.,2
2785,Humid and mostly cloudy throughout the day.,2
2786,Humid and mostly cloudy throughout the day.,2
2789,Humid and mostly cloudy throughout the day.,2
2790,Humid and overcast throughout the day.,2
2791,Humid and partly cloudy throughout the day.,2
2792,Humid and mostly cloudy throughout the day.,2
2796,Humid and overcast throughout the day.,2
2800,Overcast throughout the day.,2
2805,Clear throughout the day.,2
2806,Foggy in the evening and overnight.,2
2813,Clear throughout the day.,2
2814,Foggy in the evening and overnight.,2
2818,Foggy in the evening.,2
2820,Foggy in the evening.,2
2821,Foggy in the evening.,2
2822,Foggy in the afternoon and evening.,2
2823,Clear throughout the day.,2
2828,Foggy starting in the afternoon.,2
2832,Foggy in the afternoon and evening.,2
2836,Foggy in the evening.,2
2837,Foggy in the afternoon and evening.,2
2841,Foggy in the evening.,2
2842,Foggy in the evening.,2
2843,Clear throughout the day.,2
2844,Foggy in the evening and overnight.,2
2845,Foggy in the evening and overnight.,2
2846,Foggy in the evening and overnight.,2
2851,Partly cloudy throughout the day.,2
2857,Clear throughout the day.,2
2859,Clear throughout the day.,2
2868,Foggy in the evening.,2
2871,Clear throughout the day.,2
2872,Clear throughout the day.,2
2875,Partly cloudy throughout the day.,2
2883,Clear throughout the day.,2
2893,Clear throughout the day.,2
2895,Mostly cloudy throughout the day.,2
2936,Humid and partly cloudy throughout the day.,2
2937,Humid and mostly cloudy throughout the day.,2
2945,Humid and overcast throughout the day.,2
2966,Mostly cloudy throughout the day.,2
2970,Mostly cloudy throughout the day.,2
2976,Humid and partly cloudy throughout the day.,2
2979,Humid and partly cloudy throughout the day.,2
2980,Humid and partly cloudy throughout the day.,2
2983,Humid throughout the day.,2
2994,Humid and mostly cloudy throughout the day.,2
3007,Humid and partly cloudy throughout the day.,2
3008,Humid and partly cloudy throughout the day.,2
3011,Mostly cloudy throughout the day.,2
3018,Mostly cloudy throughout the day.,2
3019,Partly cloudy throughout the day.,2
3020,Mostly cloudy throughout the day.,2
3021,Clear throughout the day.,2
3023,Clear throughout the day.,2
3027,Snow (1–2 in.) overnight.,2
3029,Foggy in the morning.,2
3033,Clear throughout the day.,2
3041,Foggy overnight.,2
3043,Mostly cloudy throughout the day.,2
3045,Mostly cloudy throughout the day.,2
3053,Clear throughout the day.,2
3055,Partly cloudy throughout the day.,2
3057,Overcast throughout the day.,2
3061,Partly cloudy throughout the day.,2
3064,"Foggy until morning, starting again in the evening.",2
3069,Mostly cloudy throughout the day.,2
3071,Partly cloudy throughout the day.,2
3072,Foggy overnight.,2
3077,Mostly cloudy throughout the day.,2
3078,Overcast throughout the day.,2
3079,Overcast throughout the day.,2
3083,Partly cloudy throughout the day.,2
3088,Clear throughout the day.,2
3093,Partly cloudy throughout the day.,2
3094,Overcast throughout the day.,2
3096,Partly cloudy throughout the day.,2
3097,Foggy in the evening and overnight.,2
3110,Overcast throughout the day.,2
3111,Clear throughout the day.,2
3113,Mostly cloudy throughout the day.,2
3118,Clear throughout the day.,2
3119,Partly cloudy throughout the day.,2
3125,Partly cloudy throughout the day.,2
3127,Overcast throughout the day.,2
3129,Clear throughout the day.,2
3130,Partly cloudy throughout the day.,2
3131,Clear throughout the day.,2
3132,Partly cloudy throughout the day.,2
3133,Mostly cloudy throughout the day.,2
3178,Humid and partly cloudy throughout the day.,2
3225,Humid and mostly cloudy throughout the day.,2
3226,Humid and partly cloudy throughout the day.,2
3239,Humid and mostly cloudy throughout the day.,2
3268,Humid and partly cloudy throughout the day.,2
3269,Humid and partly cloudy throughout the day.,2
3270,Humid and partly cloudy throughout the day.,2
3271,Humid and partly cloudy throughout the day.,2
3278,Humid and overcast throughout the day.,2
3279,Humid and overcast throughout the day.,2
3284,Humid and overcast throughout the day.,2
3285,Humid and mostly cloudy throughout the day.,2
3289,Humid and overcast throughout the day.,2
3299,Humid and mostly cloudy throughout the day.,2
3301,Humid and partly cloudy throughout the day.,2
3302,Humid and mostly cloudy throughout the day.,2
3303,Humid and partly cloudy throughout the day.,2
3314,Humid and overcast throughout the day.,2
3315,Humid and mostly cloudy throughout the day.,2
3324,Humid and mostly cloudy throughout the day.,2
3325,Humid and partly cloudy throughout the day.,2
3326,Humid and overcast throughout the day.,2
3360,Clear throughout the day.,2
3361,Partly cloudy throughout the day.,2
3362,Mostly cloudy throughout the day.,2
3363,Clear throughout the day.,2
3366,Foggy in the morning.,2
3368,Partly cloudy throughout the day.,2
3370,Foggy overnight.,2
3376,Mostly cloudy throughout the day.,2
3378,Foggy overnight.,2
3379,Foggy in the morning.,2
3385,Mostly cloudy throughout the day.,2
3387,Partly cloudy throughout the day.,2
3388,Foggy overnight.,2
3390,Partly cloudy throughout the day.,2
3391,Mostly cloudy throughout the day.,2
3393,Overcast throughout the day.,2
3394,Mostly cloudy throughout the day.,2
3398,Partly cloudy throughout the day.,2
3402,Partly cloudy throughout the day.,2
3404,Foggy overnight.,2
3413,Mostly cloudy throughout the day.,2
3416,Mostly cloudy throughout the day.,2
3420,Partly cloudy throughout the day.,2
3421,Mostly cloudy throughout the day.,2
3422,Mostly cloudy throughout the day.,2
3425,Clear throughout the day.,2
3426,Foggy overnight.,2
3431,Partly cloudy throughout the day.,2
3445,Foggy in the morning.,2
3446,Foggy in the morning and afternoon.,2
3447,Overcast throughout the day.,2
3448,Overcast throughout the day.,2
3456,Partly cloudy throughout the day.,2
3461,Partly cloudy throughout the day.,2
3462,Clear throughout the day.,2
3463,Partly cloudy throughout the day.,2
3467,Mostly cloudy throughout the day.,2
3469,Overcast throughout the day.,2
3476,Partly cloudy throughout the day.,2
3477,Mostly cloudy throughout the day.,2
3478,Mostly cloudy throughout the day.,2
3481,Mostly cloudy throughout the day.,2
3492,Partly cloudy throughout the day.,2
3493,Mostly cloudy throughout the day.,2
3494,Partly cloudy throughout the day.,2
3495,Clear throughout the day.,2
3496,Partly cloudy throughout the day.,2
3498,Partly cloudy throughout the day.,2
3499,Partly cloudy throughout the day.,2
3500,Clear throughout the day.,2
3502,Clear throughout the day.,2
3505,Partly cloudy throughout the day.,2
3506,Mostly cloudy throughout the day.,2
3507,Mostly cloudy throughout the day.,2
3512,Mostly cloudy throughout the day.,2
3513,Mostly cloudy throughout the day.,2
3514,Overcast throughout the day.,2
3515,Mostly cloudy throughout the day.,2
3524,Partly cloudy throughout the day.,2
3526,Clear throughout the day.,2
3527,Clear throughout the day.,2
3532,Clear throughout the day.,2
3533,Partly cloudy throughout the day.,2
3540,Partly cloudy throughout the day.,2
3541,Overcast throughout the day.,2
3542,Overcast throughout the day.,2
3543,Clear throughout the day.,2
3546,Overcast throughout the day.,2
3547,Overcast throughout the day.,2
3548,Partly cloudy throughout the day.,2
3549,Partly cloudy throughout the day.,2
3550,Overcast throughout the day.,2
3551,Mostly cloudy throughout the day.,2
3552,Overcast throughout the day.,2
3553,Clear throughout the day.,2
3554,Mostly cloudy throughout the day.,2
3555,Overcast throughout the day.,2
3556,Partly cloudy throughout the day.,2
3557,Mostly cloudy throughout the day.,2
3558,Mostly cloudy throughout the day.,2
3559,Clear throughout the day.,2
3560,Partly cloudy throughout the day.,2
3561,Mostly cloudy throughout the day.,2
3562,Overcast throughout the day.,2
3563,Mostly cloudy throughout the day.,2
3564,Overcast throughout the day.,2
3565,Clear throughout the day.,2
3567,Humid and partly cloudy throughout the day.,2
3569,Mostly cloudy throughout the day.,2
3570,Overcast throughout the day.,2
3571,Overcast throughout the day.,2
3572,Overcast throughout the day.,2
3573,Mostly cloudy throughout the day.,2
3577,Partly cloudy throughout the day.,2
3580,Humid and partly cloudy throughout the day.,2
3584,Mostly cloudy throughout the day.,2
3585,Partly cloudy throughout the day.,2
3586,Mostly cloudy throughout the day.,2
3587,Mostly cloudy throughout the day.,2
3588,Partly cloudy throughout the day.,2
3589,Partly cloudy throughout the day.,2
3590,Humid throughout the day.,2
3591,Humid and mostly cloudy throughout the day.,2
3592,Clear throughout the day.,2
3593,Humid and partly cloudy throughout the day.,2
3594,Humid and overcast throughout the day.,2
3595,Humid and mostly cloudy throughout the day.,2
3596,Humid and partly cloudy throughout the day.,2
3606,Clear throughout the day.,2
3607,Mostly cloudy throughout the day.,2
3608,Humid and partly cloudy throughout the day.,2
3609,Humid and mostly cloudy throughout the day.,2
3610,Humid and partly cloudy throughout the day.,2
3612,Humid and partly cloudy throughout the day.,2
3618,Mostly cloudy throughout the day.,2
3619,Partly cloudy throughout the day.,2
3620,Partly cloudy throughout the day.,2
3621,Mostly cloudy throughout the day.,2
3622,Mostly cloudy throughout the day.,2
3623,Mostly cloudy throughout the day.,2
3624,Overcast throughout the day.,2
3626,Humid and partly cloudy throughout the day.,2
3627,Humid and partly cloudy throughout the day.,2
3628,Humid and partly cloudy throughout the day.,2
3632,Clear throughout the day.,2
3636,Clear throughout the day.,2
3641,Humid and partly cloudy throughout the day.,2
3644,Humid and partly cloudy throughout the day.,2
3645,Humid and mostly cloudy throughout the day.,2
3646,Humid and mostly cloudy throughout the day.,2
3647,Humid and partly cloudy throughout the day.,2
3648,Humid and partly cloudy throughout the day.,2
3649,Humid and partly cloudy throughout the day.,2
3650,Humid and partly cloudy throughout the day.,2
3651,Humid and mostly cloudy throughout the day.,2
3652,Humid and partly cloudy throughout the day.,2
3656,Humid throughout the day.,2
3657,Humid and partly cloudy throughout the day.,2
3658,Humid and overcast throughout the day.,2
3659,Humid and partly cloudy throughout the day.,2
3660,Humid and partly cloudy throughout the day.,2
3661,Humid and partly cloudy throughout the day.,2
3662,Humid and mostly cloudy throughout the day.,2
3663,Humid and mostly cloudy throughout the day.,2
3666,Humid and partly cloudy throughout the day.,2
3667,Humid and partly cloudy throughout the day.,2
3668,Humid and partly cloudy throughout the day.,2
3669,Humid and mostly cloudy throughout the day.,2
3670,Humid and mostly cloudy throughout the day.,2
3671,Humid and partly cloudy throughout the day.,2
3674,Humid and mostly cloudy throughout the day.,2
3675,Humid and partly cloudy throughout the day.,2
3677,Humid and partly cloudy throughout the day.,2
3678,Humid and partly cloudy throughout the day.,2
3679,Humid and partly cloudy throughout the day.,2
3680,Humid and partly cloudy throughout the day.,2
3695,Humid and partly cloudy throughout the day.,2
3697,Mostly cloudy throughout the day.,2
3699,Foggy in the morning.,2
3700,Mostly cloudy throughout the day.,2
3703,Foggy starting in the afternoon.,2
3705,Foggy in the morning.,2
3706,Foggy starting in the afternoon.,2
3707,Foggy starting in the afternoon.,2
3708,"Foggy until morning, starting again in the evening.",2
3709,Foggy in the morning.,2
